Data Year,County,Dashboard Fuel Type Group,Fuel Type,Make,Model,Number of Vehicles
2011,Stanislaus,Gasoline,Gasoline,, ,268479
2011,Stanislaus,Gasoline Hybrid,Gasoline Hybrid,, ,2404
2011,Stanislaus,Other,Natural Gas,, ,6
2011,Stanislaus,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,9
2011,Stanislaus,Other,Propane,, ,14
2011,Sutter,Diesel,Diesel,, ,2931
2011,Sutter,Gasoline,Flex Fuel,, ,1586
2011,Sutter,Gasoline,Gasoline,, ,51552
2011,Sutter,Gasoline Hybrid,Gasoline Hybrid,, ,486
2011,Sutter,Other,Natural Gas,, ,7
2011,Sutter,Other,Propane,, ,2
2011,Tehama,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,1
2011,Tehama,Diesel,Diesel,, ,3233
2011,Tehama,Gasoline,Flex Fuel,, ,933
2011,Tehama,Gasoline,Gasoline,, ,33346
2011,Tehama,Gasoline Hybrid,Gasoline Hybrid,, ,277
2011,Tehama,Other,Natural Gas,, ,1
2011,Tehama,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,1
2011,Tehama,Other,Propane,, ,1
2011,Trinity,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,1
2011,Trinity,Diesel,Diesel,, ,991
2011,Trinity,Gasoline,Flex Fuel,, ,174
2011,Trinity,Gasoline,Gasoline,, ,9502
2011,Trinity,Gasoline Hybrid,Gasoline Hybrid,, ,56
2011,Tulare,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2011,Tulare,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,6
2011,Tulare,Diesel,Diesel,, ,7877
2011,Tulare,Gasoline,Flex Fuel,, ,6901
2011,Tulare,Gasoline,Gasoline,, ,210985
2011,Tulare,Gasoline Hybrid,Gasoline Hybrid,, ,1697
2011,Tulare,Other,Natural Gas,, ,17
2011,Tulare,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,6
2011,Tulare,Other,Propane,, ,6
2011,Tuolumne,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,1
2011,Tuolumne,Diesel,Diesel,, ,2692
2011,Tuolumne,Gasoline,Flex Fuel,, ,826
2011,Tuolumne,Gasoline,Gasoline,, ,38376
2011,Tuolumne,Gasoline Hybrid,Gasoline Hybrid,, ,418
2011,Tuolumne,Other,Natural Gas,, ,4
2011,Tuolumne,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,2
2011,Tuolumne,Other,Propane,, ,4
2011,Ventura,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,10
2011,Ventura,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,25
2011,Ventura,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,68
2011,Ventura,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,10
2011,Ventura,Diesel,Diesel,, ,11292
2011,Ventura,Gasoline,Flex Fuel,, ,12008
2011,Ventura,Gasoline,Gasoline,, ,497284
2011,Ventura,Gasoline Hybrid,Gasoline Hybrid,, ,10429
2011,Ventura,Other,Natural Gas,, ,60
2011,Ventura,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,42
2011,Ventura,Other,Propane,, ,13
2011,Yolo,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,25
2011,Yolo,Diesel,Diesel,, ,3832
2011,Yolo,Gasoline,Flex Fuel,, ,3173
2011,Yolo,Gasoline,Gasoline,, ,100203
2011,Yolo,Gasoline Hybrid,Gasoline Hybrid,, ,2704
2011,Yolo,Other,Natural Gas,, ,26
2011,Yolo,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,8
2011,Yolo,Other,Propane,, ,6
2011,Yuba,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,1
2011,Yuba,Diesel,Diesel,, ,2158
2011,Yuba,Gasoline,Flex Fuel,, ,901
2011,Yuba,Gasoline,Gasoline,, ,37140
2011,Yuba,Gasoline Hybrid,Gasoline Hybrid,, ,391
2011,Yuba,Other,Natural Gas,, ,4
2011,Yuba,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,1
2011,Yuba,Other,Propane,, ,1
2012,Alameda,Battery Electric (BEV),Battery Electric (BEV),BMW,ActiveE,21
2012,Alameda,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,9
2012,Alameda,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,3
2012,Alameda,Battery Electric (BEV),Battery Electric (BEV),Ford,Transit Connect Electric,1
2012,Alameda,Battery Electric (BEV),Battery Electric (BEV),Honda,Fit EV,3
2012,Alameda,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,11
2012,Alameda,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,480
2012,Alameda,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,4
2012,Alameda,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,23
2012,Alameda,Diesel,Diesel,, ,12058
2012,Alameda,Gasoline,Flex Fuel,, ,14692
2012,Alameda,Gasoline,Gasoline,, ,828968
